artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Claude Monet,,landscape,2500,2000,2094067,wikiart,Impressionism,Landscape with Thunderstorm,train_and_test,TRUE,81293.jpg
Claude Monet,1866,genre painting,2500,1997,573696,wikiart,Impressionism,Adolphe Monet Reading in the Garden,train_and_test,TRUE,81397.jpg
Claude Monet,1908,cityscape,2000,2495,1342375,wikiart,Impressionism,"Venice, Rio de Santa Salute",train_and_test,TRUE,18116.jpg
Claude Monet,1886,landscape,2500,1991,3276450,wikiart,Impressionism,"Rocks at Port Coton, the Lion Rock",train_and_test,TRUE,29003.jpg
Claude Monet,1903,cityscape,2500,1983,1223401,wikiart,Impressionism,Charing Cross Bridge,train_and_test,TRUE,804.jpg
Claude Monet,1884,landscape,2500,1977,488965,wikiart,Impressionism,Bordighera,train_and_test,TRUE,8936.jpg
Claude Monet,1881,landscape,2460,2002,1114835,wikiart,Impressionism,The Sea at Fecamp,train_and_test,FALSE,25869.jpg
Claude Monet,1895,landscape,2500,1968,1212048,wikiart,Impressionism,"Norway, Sandviken Village in the Snow",train_and_test,FALSE,23010.jpg
Claude Monet,1883,landscape,2500,1962,3733034,wikiart,Impressionism,Stormy Seascape,train_and_test,TRUE,57661.jpg
Claude Monet,1888,landscape,2500,1959,3847373,wikiart,Impressionism,Antibes Seen from the Salis Gardens 01,train_and_test,TRUE,25383.jpg
Claude Monet,1880,landscape,2600,1859,1698446,wikiart,Impressionism,Flowers on the Banks of Seine near Vetheuil,train_and_test,TRUE,95955.jpg
Claude Monet,1875,landscape,2397,1999,1311245,wikipedia,Impressionism,Meadow with Poplars,train_and_test,TRUE,31803.jpg
Claude Monet,1887,genre painting,2527,1896,1170383,wikiart,Impressionism,In the Norvegienne Boat at Giverny,train_and_test,FALSE,35008.jpg
Claude Monet,1878,landscape,2396,1993,3116674,wikiart,Impressionism,"Morning on the Seine, near Vetheuil",train_and_test,TRUE,100211.jpg
Claude Monet,1873,landscape,2498,1887,1443025,wikiart,Impressionism,Springtime,train_and_test,FALSE,61757.jpg
Claude Monet,1875,genre painting,2500,1870,609455,wikiart,Impressionism,The Promenade near Argenteuil,train_and_test,FALSE,60907.jpg
Claude Monet,1882,marina,2500,1850,3092858,wikiart,Impressionism,Low Tide at Pourville 02,train_and_test,TRUE,41815.jpg
Claude Monet,1882,landscape,2500,1848,3364541,wikiart,Impressionism,The Church at Varengeville and the Gorge of Les Moutiers,train_and_test,TRUE,103186.jpg
Claude Monet,1903,cityscape,2500,1818,2746187,wikiart,Impressionism,"Waterloo Bridge, Sunlight in the Fog",train_and_test,TRUE,54562.jpg
Claude Monet,1882,landscape,2500,1810,3696634,wikiart,Impressionism,The Custom`s House,train_and_test,FALSE,76359.jpg
Claude Monet,1882,landscape,2300,1957,3301296,wikiart,Impressionism,Low Tide at Varengeville 02,train_and_test,TRUE,53758.jpg
Claude Monet,1878,landscape,2500,1794,4150866,wikiart,Impressionism,"The Banks of the Seine, Lavacourt 02",train_and_test,TRUE,94764.jpg
Claude Monet,1872,genre painting,2346,1885,1117530,wikiart,Impressionism,The Garden,train_and_test,FALSE,57835.jpg
Claude Monet,1888,landscape,2500,1768,1263874,wikiart,Impressionism,The Esterel Mountains,train_and_test,TRUE,54302.jpg
Claude Monet,1885,landscape,2424,1808,1571789,wikiart,Impressionism,"Section of the Seine, near Giverny",train_and_test,TRUE,86365.jpg
Claude Monet,1878,landscape,2399,1826,991614,wikiart,Impressionism,The Seine at Lavacourt,train_and_test,TRUE,22486.jpg
Claude Monet,1908,cityscape,2480,1758,7728145,wikipedia,Impressionism,San Giorgio Maggiore at Dusk,train_and_test,TRUE,1016.jpg
Claude Monet,1874,landscape,2400,1784,891148,wikiart,Impressionism,Snow at Argenteuil 02,train_and_test,TRUE,46190.jpg
Claude Monet,1924,landscape,2500,1706,1688275,wikiart,Impressionism,The Japanis Bridge (Footbridge over the Water-Lily Pond),train_and_test,TRUE,37836.jpg
Claude Monet,1882,landscape,1845,2300,1385947,wikiart,Impressionism,Path at Varengeville,train_and_test,FALSE,41060.jpg
Claude Monet,1888,flower painting,2300,1833,1584730,wikiart,Impressionism,Two Vases with Chrysanthems,train_and_test,TRUE,69687.jpg
Claude Monet,1884,cityscape,2295,1826,516570,wikiart,Impressionism,Monte Carlo Seen from Roquebrune,train_and_test,FALSE,100691.jpg
Claude Monet,1876,landscape,2357,1774,1015936,wikiart,Impressionism,The Small Arm of the Seine at Argenteuil,train_and_test,TRUE,37778.jpg
Claude Monet,1873,landscape,2500,1663,2082276,wikipedia,Impressionism,Autumn Effect at Argenteuil,train_and_test,FALSE,65035.jpg
Claude Monet,1877,landscape,2208,1847,823938,wikiart,Impressionism,"Argenteuil, Flowers by the Riverbank",train_and_test,FALSE,18873.jpg
Claude Monet,1864,flower painting,1700,2337,770931,wikiart,Impressionism,Spring Flowers,train_and_test,FALSE,93548.jpg
Claude Monet,1879,cityscape,1698,2337,922961,wikiart,Impressionism,"Vetheuil, The Church  in Winter",train_and_test,TRUE,2298.jpg
Claude Monet,1922,landscape,2000,1962,1410537,wikiart,Impressionism,"Path under the Rose Arches, Giverny",train_and_test,TRUE,57842.jpg
Claude Monet,,landscape,2289,1712,2095127,wikiart,Impressionism,The Beach at Honfleux,train_and_test,FALSE,77985.jpg
Claude Monet,1884,landscape,2206,1774,1643598,wikiart,Impressionism,Strada Romada in Bordighera,train_and_test,TRUE,35495.jpg
Claude Monet,1885,landscape,1500,2597,758104,wikiart,Impressionism,"Etretat, the Needle Rock and Porte d'Aval",train_and_test,FALSE,66096.jpg
Claude Monet,1919,landscape,2495,1544,1861029,wikiart,Impressionism,The Japanis Bridge (Footbridge over the Water-Lily Pond),train_and_test,TRUE,11876.jpg
Claude Monet,1899,landscape,2000,1923,2978688,wikiart,Impressionism,The Japanese Bridge (The Water-Lily Pond),train_and_test,TRUE,47094.jpg
Claude Monet,1900,landscape,2000,1922,3470994,wikiart,Impressionism,The Iris Garden at Giverny,train_and_test,FALSE,94976.jpg
Claude Monet,1883,landscape,2200,1729,337704,wikiart,Impressionism,"The Manneport, Seen from Below",train_and_test,TRUE,17668.jpg
Claude Monet,1875,landscape,2012,1884,518587,wikiart,Impressionism,Argenteuil,train_and_test,TRUE,22156.jpg
Claude Monet,1907,flower painting,2338,1600,1197527,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,54043.jpg
Claude Monet,1880,landscape,2500,1491,586723,wikiart,Impressionism,Vetheuil,train_and_test,TRUE,3351.jpg
Claude Monet,1886,landscape,2153,1702,693587,wikiart,Impressionism,The Cliffs at Etretat,train_and_test,TRUE,78219.jpg
Claude Monet,1881,landscape,2129,1716,813323,wikiart,Impressionism,"The Pyramids, Cliffs at Belle-Ile",train_and_test,TRUE,85273.jpg
Claude Monet,1891,landscape,1720,2119,978267,wikiart,Impressionism,"Poplars, Autumn, Pink Effect",train_and_test,TRUE,47463.jpg
Claude Monet,1918,flower painting,1561,2321,1557679,wikiart,Impressionism,Water Lily Pond,train_and_test,TRUE,13540.jpg
Claude Monet,1904,cityscape,2036,1776,1796217,wikiart,Impressionism,Houses of Parliament,train_and_test,TRUE,66764.jpg
Claude Monet,1900,landscape,2000,1802,2400784,wikiart,Impressionism,"The Japanese Bridge (The Water-Lily Pond, Symphony in Rose)",train_and_test,TRUE,43339.jpg
Claude Monet,1897,landscape,2121,1698,483383,wikiart,Impressionism,The Seine near Giverny,train_and_test,FALSE,68503.jpg
Claude Monet,1922,flower painting,2000,1798,1750328,wikiart,Impressionism,"The Rose Path, Giverny",train_and_test,TRUE,57753.jpg
Claude Monet,1919,flower painting,1795,2000,1325860,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,287.jpg
Claude Monet,1880,landscape,2443,1467,1308919,wikiart,Impressionism,Frost near Vetheuil,train_and_test,TRUE,5481.jpg
Claude Monet,1882,landscape,2200,1627,1315789,wikiart,Impressionism,"Path at La Cavee, Pourville",train_and_test,TRUE,17270.jpg
Claude Monet,1903,cityscape,2000,1787,833618,wikiart,Impressionism,Houses of Parliament in Winter,train_and_test,TRUE,51776.jpg
Claude Monet,1904,cityscape,2000,1781,1009803,wikiart,Impressionism,"Houses of Parliament, Effect of Sunlight in the Fog",train_and_test,TRUE,48408.jpg
Claude Monet,1882,landscape,2200,1617,2019550,wikiart,Impressionism,Fisherman's Cottage at Varengeville,train_and_test,TRUE,14191.jpg
Claude Monet,1894,cityscape,1506,2358,709249,wikiart,Impressionism,"Rouen Cathedral, West Facade, Noon",train_and_test,TRUE,21954.jpg
Claude Monet,1880,cityscape,2083,1697,899875,wikiart,Impressionism,"Vetheuil, The Church",train_and_test,TRUE,9195.jpg
Claude Monet,1881,landscape,1600,2200,451993,wikiart,Impressionism,Spot on the Banks of the Seine,train_and_test,TRUE,82073.jpg
Claude Monet,1894,cityscape,1500,2346,1170284,wikiart,Impressionism,"Rouen Cathedral, Clear Day",train_and_test,TRUE,41727.jpg
Claude Monet,1894,cityscape,1500,2337,801009,wikiart,Impressionism,"Rouen Cathedral, the Portal, Morning Fog",train_and_test,TRUE,98962.jpg
Claude Monet,1875,cityscape,2200,1591,466294,wikiart,Impressionism,"Boulevard Saint-Denis, Argenteuil, in Winter",train_and_test,TRUE,17411.jpg
Claude Monet,1868,landscape,1600,2156,2510814,wikipedia,Impressionism,Gestrandetes Boot in Fecamp,train_and_test,FALSE,96814.jpg
Claude Monet,1875,cityscape,2000,1722,1366014,wikiart,Impressionism,Snow Effect with Setting Sun,train_and_test,TRUE,67043.jpg
Claude Monet,1874,cityscape,2000,1709,772986,wikiart,Impressionism,"The Havre, the trade bassin",train_and_test,TRUE,13631.jpg
Claude Monet,1917,flower painting,2126,1600,895057,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,91663.jpg
Claude Monet,1874,landscape,2000,1683,617807,wikiart,Impressionism,The Seine near Argenteuil,train_and_test,TRUE,11535.jpg
Claude Monet,1880,landscape,2000,1682,946599,wikipedia,Impressionism,Road of La Roche-Guyon,train_and_test,TRUE,93790.jpg
Claude Monet,1876,landscape,1931,1738,467276,wikiart,Impressionism,The Pond at Montgeron,train_and_test,TRUE,17819.jpg
Claude Monet,1873,cityscape,2022,1658,379330,wikiart,Impressionism,"Impression, sunrise",train_and_test,FALSE,8396.jpg
Claude Monet,1905,flower painting,2000,1676,976451,wikiart,Impressionism,Water Lily Pond and Bridge,train_and_test,TRUE,81492.jpg
Claude Monet,1879,landscape,2043,1638,1411204,wikiart,Impressionism,"Vetheuil, Paysage",train_and_test,TRUE,93897.jpg
Claude Monet,1875,landscape,2000,1671,1016836,wikiart,Impressionism,Argenteuil. Yachts 02,train_and_test,TRUE,14364.jpg
Claude Monet,,landscape,1918,1731,2777884,wikiart,Impressionism,NOT DETECTED,train_and_test,TRUE,89671.jpg
Claude Monet,1882,landscape,2000,1653,959157,wikiart,Impressionism,Cliff at Grainval,train_and_test,TRUE,36972.jpg
Claude Monet,1881,landscape,1995,1657,420292,wikiart,Impressionism,"Vetheuil, Prairie Inondee",train_and_test,TRUE,54081.jpg
Claude Monet,1886,landscape,2000,1650,312659,wikiart,Impressionism,"Tulip Fields at Sassenheim, near Leiden",train_and_test,FALSE,58831.jpg
Claude Monet,1900,flower painting,2000,1648,1772391,wikiart,Impressionism,Irises in Monet's Garden,train_and_test,FALSE,85076.jpg
Claude Monet,1872,landscape,2000,1643,214578,wikiart,Impressionism,"Boats at rest, at Petit-Gennevilliers",train_and_test,TRUE,42545.jpg
Claude Monet,1870,genre painting,2000,1642,260390,wikiart,Impressionism,Infantry Guards Wandering along the River,train_and_test,TRUE,44419.jpg
Claude Monet,1881,landscape,2000,1635,877015,wikiart,Impressionism,"The Hut at Trouville, Low Tide",train_and_test,TRUE,52377.jpg
Claude Monet,1882,landscape,2000,1632,2752120,wikiart,Impressionism,Cliff at Dieppe,train_and_test,TRUE,91985.jpg
Claude Monet,1884,landscape,2000,1630,377646,wikiart,Impressionism,"Banks of the Seine at Jeufosse, Autumn",train_and_test,TRUE,6072.jpg
Claude Monet,1866,landscape,2000,1628,1285069,wikiart,Impressionism,The Grotto of Port-Domois,train_and_test,FALSE,54950.jpg
Claude Monet,1899,landscape,2000,1625,840057,wikiart,Impressionism,Charing Cross Bridge,train_and_test,FALSE,21049.jpg
Claude Monet,1884,landscape,2000,1624,2663157,wikiart,Impressionism,The Valley of the Nervia with Dolceacqua,train_and_test,TRUE,38074.jpg
Claude Monet,1897,landscape,1872,1733,393533,wikiart,Impressionism,"Morning on the Seine, Clear Weather",train_and_test,TRUE,46484.jpg
Claude Monet,1868,genre painting,2000,1620,1002284,wikiart,Impressionism,River Scene at Bennecourt,train_and_test,TRUE,100897.jpg
Claude Monet,1904,cityscape,1897,1707,615822,wikiart,Impressionism,Seagulls over the Houses of Parliament,train_and_test,TRUE,41390.jpg
Claude Monet,1882,portrait,1625,1991,695383,wikiart,Impressionism,Portrait of Pere Paul,train_and_test,FALSE,97263.jpg
Claude Monet,1888,landscape,2000,1614,1273610,wikiart,Impressionism,Bend in the River Epte,train_and_test,TRUE,76475.jpg
Claude Monet,1885,landscape,1996,1616,898401,wikiart,Impressionism,"The Seine at Port Villez, Snow Effect 02",train_and_test,FALSE,80385.jpg
Claude Monet,1888,landscape,2000,1611,848299,wikiart,Impressionism,The Big Blue Sea in Antibes,train_and_test,TRUE,10102.jpg
Claude Monet,1886,landscape,2000,1610,2375072,wikiart,Impressionism,"Port Donnant, Belle Ile",train_and_test,TRUE,49560.jpg
Claude Monet,1880,landscape,2015,1598,3169080,wikiart,Impressionism,"Vetheuil, The Small Arm of the Seine",train_and_test,TRUE,58971.jpg
Claude Monet,1875,portrait,1614,1993,959380,wikiart,Impressionism,Madame Monet Embroidering ,train_and_test,TRUE,9929.jpg
Claude Monet,1876,genre painting,1614,1991,804667,wikiart,Impressionism,The Boat Studio,train_and_test,TRUE,28804.jpg
Claude Monet,1881,landscape,1612,1993,1237753,wikiart,Impressionism,The Garden at Vetheuil,train_and_test,TRUE,10329.jpg
Claude Monet,1883,landscape,2000,1606,2318652,wikipedia,Impressionism,The Beach at Etretat,train_and_test,FALSE,89992.jpg
Claude Monet,1888,landscape,2000,1604,2193436,wikiart,Impressionism,Antibes in the Morning,train_and_test,TRUE,28735.jpg
Claude Monet,1873,genre painting,1926,1664,372428,wikiart,Impressionism,The Artist's House at Argenteuil,train_and_test,TRUE,75025.jpg
Claude Monet,1885,landscape,2000,1601,408029,wikiart,Impressionism,Cliffs of the Porte d'Aval,train_and_test,FALSE,77556.jpg
Claude Monet,1903,cityscape,2139,1496,499596,wikiart,Impressionism,"Waterloo Bridge at Sunset, Pink Effect",train_and_test,TRUE,87389.jpg
Claude Monet,1873,landscape,2000,1596,453426,wikiart,Impressionism,Port d `Amount Etretat,train_and_test,TRUE,81755.jpg
Claude Monet,1904,flower painting,1994,1600,913066,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,66616.jpg
Claude Monet,1887,landscape,2000,1591,2381099,wikiart,Impressionism,Poplars at Giverny,train_and_test,TRUE,69459.jpg
Claude Monet,1880,landscape,2300,1383,725972,wikiart,Impressionism,Ice Floes on Siene,train_and_test,TRUE,46311.jpg
Claude Monet,1882,landscape,2000,1589,792977,wikiart,Impressionism,"The Church at Varengaville, Grey Weather",train_and_test,TRUE,52757.jpg
Claude Monet,1908,cityscape,2000,1588,5011546,wikiart,Impressionism,The Grand Canal in Venice 01,train_and_test,TRUE,98178.jpg
Claude Monet,1886,landscape,2000,1585,530568,wikiart,Impressionism,"Willows, Giverny",train_and_test,FALSE,28932.jpg
Claude Monet,1889,landscape,2000,1581,984809,wikiart,Impressionism,Study of Rocks,train_and_test,TRUE,75985.jpg
Claude Monet,1908,cityscape,2000,1579,1948732,wikiart,Impressionism,"The Grand Canal, Venice",train_and_test,TRUE,30420.jpg
Claude Monet,1884,landscape,2000,1575,2881201,wikiart,Impressionism,The Moreno Garden at Bordighera,train_and_test,FALSE,70657.jpg
Claude Monet,1872,landscape,2000,1574,1059131,wikiart,Impressionism,The Spring in Argentuil,train_and_test,FALSE,17934.jpg
Claude Monet,1888,landscape,2000,1573,1033733,wikiart,Impressionism,Juan-les-Pins,train_and_test,TRUE,37539.jpg
Claude Monet,1891,landscape,1758,1785,483811,wikiart,Impressionism,Poplars (Four Trees),train_and_test,TRUE,69457.jpg
Claude Monet,1881,landscape,1569,2000,437391,wikipedia,Impressionism,Flowers Beds at Vetheuil,train_and_test,TRUE,8599.jpg
Claude Monet,1882,landscape,2000,1565,2406662,wikiart,Impressionism,View Over the Sea,train_and_test,TRUE,4302.jpg
Claude Monet,1879,cityscape,2043,1530,946755,wikiart,Impressionism,The Road in Vetheuil in Winter,train_and_test,FALSE,89090.jpg
Claude Monet,1880,genre painting,1565,1996,980859,wikiart,Impressionism,The Artist's Garden at Vétheuil,train_and_test,TRUE,68042.jpg
Claude Monet,1886,landscape,2000,1559,3037967,wikiart,Impressionism,Fields of Tulip With The Rijnsburg Windmill,train_and_test,TRUE,34887.jpg
Claude Monet,1881,landscape,2048,1522,679038,wikiart,Impressionism,The Spring at Vetheuil,train_and_test,TRUE,23236.jpg
Claude Monet,1888,landscape,1558,2000,1261326,wikiart,Impressionism,Watermill at Limetz,train_and_test,TRUE,96973.jpg
Claude Monet,1924,landscape,2000,1549,1327165,wikipedia,Impressionism,The Japanese Bridge 7,train_and_test,TRUE,97470.jpg
Claude Monet,1881,landscape,2048,1512,684692,wikipedia,Impressionism,Poppy Field,train_and_test,TRUE,25619.jpg
Claude Monet,1865,landscape,2048,1512,913578,wikiart,Impressionism,"The Bodmer Oak, Fontainebleau",train_and_test,FALSE,21685.jpg
Claude Monet,1885,landscape,1965,1575,766964,wikiart,Impressionism,The Manneport Seen from the East,train_and_test,FALSE,16170.jpg
Claude Monet,1880,landscape,2013,1536,911726,wikiart,Impressionism,Cliffs of Les Petites-Dalles,train_and_test,TRUE,7942.jpg
Claude Monet,1876,landscape,2048,1499,1136545,wikipedia,Impressionism,"Park Monceau, Paris",train_and_test,TRUE,48113.jpg
Claude Monet,1880,landscape,1986,1536,1029614,wikiart,Impressionism,"Breakup of Ice, Lavacourt, Grey Weather",train_and_test,TRUE,38185.jpg
Claude Monet,1903,cityscape,2048,1485,721557,wikiart,Impressionism,"Charing Cross Bridge, The Thames 02",train_and_test,FALSE,32330.jpg
Claude Monet,1869,genre painting,1947,1558,446991,wikipedia,Impressionism,Bathers at La Grenouillere,train_and_test,TRUE,28953.jpg
Claude Monet,1872,landscape,2000,1514,958452,wikiart,Impressionism,The Mount Riboudet in Rouen at Spring,train_and_test,TRUE,16405.jpg
Claude Monet,1887,landscape,2048,1476,761162,wikiart,Impressionism,Landscape at Giverny,train_and_test,TRUE,2647.jpg
Claude Monet,1880,landscape,2000,1507,410840,wikiart,Impressionism,Springtime,train_and_test,FALSE,98420.jpg
Claude Monet,1868,marina,2048,1471,566254,wikiart,Impressionism,The Sea at Saint-Adresse,train_and_test,TRUE,28815.jpg
Claude Monet,1879,landscape,1893,1590,3340476,wikiart,Impressionism,Orchard in Bloom,train_and_test,TRUE,45263.jpg
Claude Monet,c.1880,landscape,2000,1501,1118771,wikiart,Impressionism,Vetheuil,train_and_test,TRUE,98335.jpg
Claude Monet,1883,marina,2000,1501,826508,wikiart,Impressionism,"Port d`Aval, Rough Sea",train_and_test,TRUE,22452.jpg
Claude Monet,1874,landscape,2000,1500,351680,wikiart,Impressionism,The Promenade near the Bridge of Argenteuil,train_and_test,FALSE,97682.jpg
Claude Monet,1868,marina,2000,1499,627546,wikiart,Impressionism,Fishing Boats at Sea,train_and_test,FALSE,9506.jpg
Claude Monet,1870,cityscape,2000,1497,878971,wikiart,Impressionism,"Road at Louveciennes, Melting Snow, Sunset",train_and_test,TRUE,66683.jpg
Claude Monet,1882,landscape,2000,1491,1151891,wikiart,Impressionism,Low Tide at Varengeville,train_and_test,TRUE,947.jpg
Claude Monet,1908,cityscape,1923,1548,392812,wikiart,Impressionism,The Palazzo Ducale,train_and_test,FALSE,2407.jpg
Claude Monet,1891,landscape,2048,1452,2503465,wikiart,Impressionism,"Grainstacks, White Frost Effect",train_and_test,TRUE,13301.jpg
Claude Monet,1882,landscape,1935,1536,2120942,wikiart,Impressionism,"View from the Cliff at Pourville, Bright Weather",train_and_test,TRUE,37229.jpg
Claude Monet,1919,flower painting,1857,1600,1045378,wikiart,Impressionism,Water Lilies,train_and_test,TRUE,23128.jpg
Claude Monet,1873,portrait,2000,1485,1042301,wikiart,Impressionism,Camille Monet in the Garden,train_and_test,TRUE,54749.jpg
Claude Monet,1864,landscape,2000,1485,772831,wikiart,Realism,The Road from Chailly to Fontainebleau,train_and_test,FALSE,50773.jpg
Claude Monet,1873,genre painting,1486,1997,368358,wikiart,Impressionism,Camille and Jean Monet in the Garden at Argenteuil,train_and_test,TRUE,37640.jpg
Claude Monet,1885,landscape,1931,1536,795106,wikiart,Impressionism,"The Seine at Port Villez, Snow Effect",train_and_test,TRUE,27608.jpg
